% Sensorgestyetzte intelligente Umgebungen
%
% Introduction to Machine Learning
%
% Oscar Martinez Mozos  ommozos@ommozos.unizar.es
%

@relation people_2D

@attribute n_points integer
@attribute std real
@attribute mean_deviation real
@attribute width real
@attribute linearity real
@attribute circularity real
@attribute radius real
@attribute boundary_length real
@attribute boundary_regularity real
@attribute mean_curvaure real
@attribute angular_difference real
@attribute person {-1, 1} 

@data
5,0.17596,0.024167,0.087248,0.029725,0.00048154,0.039808,0.099219,0.010989,78.038,0.053291,-1
8,0.20467,0.035364,0.11432,0.091362,0.00021617,0.056075,0.14343,0.017283,62.059,-0.0052594,-1
3,0.17794,0.021087,0.063261,0.00012939,0,5.155,0.063261,4.3e-007,0.19399,-0.0030679,-1
10,0.20735,0.038688,0.13122,0.042014,0.00047038,0.096987,0.14213,0.0041754,216.11,-0.0054542,-1
13,0.21355,0.042066,0.15663,0.030794,0.0023614,0.077858,0.16271,0.0016987,211.33,0.036633,-1
3,0.113,0.0085044,0.025513,5.218e-005,0,2.079,0.025513,0,0.481,-0.003068,-1
3,0.17626,0.02069,0.062071,0.00012695,0,5.058,0.062071,0,0.19771,-0.003068,-1
5,0.21419,0.03548,0.11477,0.054682,5.298e-005,0.07182,0.1298,0.011548,30.16,0.27463,-1
3,0.16363,0.017831,0.053493,0.00010941,0,4.359,0.053493,0,0.22941,-0.003068,-1
11,0.16554,0.024547,0.086909,0.052703,1.913e-005,0.065145,0.095491,0.0020926,295.45,0.11805,-1
8,0.14375,0.017964,0.062019,0.016331,6.03e-006,0.071852,0.06415,0.00048638,112.01,0.08884,-1
16,0.27565,0.071137,0.26099,0.066496,0.00092687,0.3187,0.27154,0.0033002,219.57,-0.045483,-1
4,0.18684,0.026182,0.078545,0.0003213,0,4.267,0.078546,0,0.46871,-0.0040906,-1
9,0.22975,0.046416,0.15801,0.057706,0.00030123,0.12965,0.18039,0.012791,230.99,-0.0053689,-1
35,0.40416,0.15861,0.60745,0.44106,0.032607,0.42703,0.6322,0.0021323,336.62,0.0078477,-1
13,0.22564,0.046948,0.17184,0.028756,0.00020431,0.26214,0.17651,0.0014021,189.23,0.018045,-1
63,0.46241,0.21036,0.83266,0.17585,0.035011,1.1111,0.85547,0.0017971,855.54,-0.006037,-1
16,0.29216,0.080025,0.30503,0.05779,0.0011416,0.41747,0.31975,0.0041982,316.74,0.03876,-1
3,0.12078,0.0097151,0.029145,5.961e-005,0,2.375,0.029145,2e-007,0.42105,-0.0030679,-1
6,0.24368,0.045789,0.1437,0.057132,0.00065231,0.072229,0.16753,0.026784,38.631,0.25064,-1
7,0.19703,0.032941,0.093704,0.049845,0.0010998,0.036526,0.1115,0.0095441,100.95,-0.0051133,-1
6,0.15703,0.020385,0.063638,0.032156,0.00038767,0.023408,0.086247,0.0051854,213.1,0.19236,-1
6,0.16708,0.021046,0.077293,0.054621,7.37e-006,0.041739,0.094758,0.021123,134.03,0.34657,-1
11,0.28616,0.07433,0.26915,0.042872,0.0016517,0.24345,0.27367,0.0009056,56.86,0.0094384,-1
12,0.17809,0.028535,0.10775,0.11804,0.00035027,0.057061,0.15882,0.01316,332.66,0.23242,-1
11,0.1729,0.026683,0.092979,0.095885,4.618e-005,0.050823,0.11491,0.0038488,356.93,0.16736,-1
17,0.28197,0.074692,0.27873,0.069342,0.00028832,0.48188,0.29055,0.0033088,201.87,-0.071856,-1
4,0.10313,0.0079766,0.02393,9.789e-005,0,1.3,0.02393,1.8e-007,1.5385,-0.0040906,-1
13,0.27378,0.069035,0.27274,0.055948,0.012522,0.099166,0.28717,0.0066766,210.36,-0.012841,-1
6,0.22332,0.04158,0.11871,0.032687,0.0012679,0.04648,0.12616,0.011029,61.538,-0.0064941,-1
26,0.35099,0.11821,0.45207,0.25854,0.00091176,0.63572,0.46803,0.0021289,212.45,-0.0014949,-1
13,0.26136,0.062386,0.23245,0.086946,0.00017385,0.27786,0.24895,0.0068682,227.07,0.091785,-1
64,0.46906,0.21652,0.85952,0.33538,0.0014671,3.7553,0.88251,0.0023298,793.21,-0.0026791,-1
16,0.29368,0.080862,0.30398,0.054626,0.027996,0.095889,0.31517,0.0032954,270.11,-0.014022,-1
11,0.23002,0.046166,0.1814,0.39869,0.00047719,0.088233,0.25307,0.028223,160.01,0.2101,-1
4,0.21075,0.028405,0.089189,0.026176,1.94e-006,0.044924,0.10635,0.040271,23.809,0.46868,-1
8,0.17946,0.027932,0.089529,0.070077,0.00038086,0.041046,0.12614,0.0068269,291.23,-0.13357,-1
7,0.19004,0.027675,0.095877,0.059313,0.00028619,0.04718,0.11667,0.017089,120.28,0.25203,-1
10,0.27665,0.068838,0.24624,0.042465,0.00013786,0.45858,0.25077,0.0020108,65.677,0.030501,-1
12,0.16802,0.025584,0.09297,0.062884,2.932e-005,0.067423,0.10355,0.0021427,335.28,0.10706,-1
10,0.16573,0.024278,0.090284,0.070099,9.047e-005,0.048627,0.10967,0.0080866,130.37,0.15103,-1
17,0.27715,0.072198,0.2562,0.084706,0.0032081,0.18569,0.26931,0.0026499,241.15,-0.01035,-1
5,0.15307,0.016946,0.045977,0.043545,7.67e-006,0.024646,0.077524,0.018531,124.78,0.60194,-1
14,0.29298,0.079467,0.34705,0.12571,0.001714,0.29727,0.37113,0.0203,201.76,-0.045707,-1
16,0.30175,0.084471,0.26892,0.58835,0.0029434,0.11453,0.37294,0.0099766,277.27,-0.0057269,-1
30,0.37444,0.13599,0.51856,0.31028,0.11139,0.18075,0.53632,0.0011948,251.04,-0.0020739,-1
11,0.2551,0.059062,0.20196,0.053162,0.0044848,0.089782,0.21746,0.0081218,169.28,0.10088,-1
50,0.41244,0.16659,0.65573,0.17056,0.00072222,2.9825,0.66579,0.0007498,633.75,0.0030063,-1
37,0.44519,0.19265,0.74379,0.16671,0.041724,0.64491,0.7703,0.0045933,574.26,0.0090722,-1
16,0.29529,0.081749,0.30963,0.053727,0.0005948,0.5418,0.32291,0.0038498,292.53,0.033031,-1
13,0.25044,0.056867,0.19105,0.4494,0.0022187,0.081868,0.25498,0.01177,253.95,0.016807,-1
5,0.18921,0.02815,0.080339,0.027388,0.00015586,0.043298,0.092332,0.012623,47.035,0.28585,-1
11,0.20662,0.038646,0.12989,0.15659,0.0030382,0.043736,0.25873,0.007283,440.85,-0.015333,-1
4,0.10668,0.008534,0.025533,0.0028734,5e-007,0.04276,0.025855,0.00030356,39.017,0.10959,-1
11,0.29107,0.076431,0.27658,0.09178,0.00065638,0.28557,0.29603,0.0030993,98.59,0.11049,-1
11,0.1703,0.026267,0.083225,0.077551,0.00027805,0.039312,0.11413,0.0056453,245.12,0.17393,-1
9,0.16999,0.024361,0.087636,0.10226,2.273e-005,0.044157,0.12038,0.012807,156.2,0.24927,-1
17,0.28543,0.076497,0.28931,0.10228,0.00079251,0.33021,0.31626,0.0070845,390.23,-0.083219,-1
5,0.16911,0.021171,0.036286,0.082898,1.158e-005,0.026217,0.10134,0.021146,90.09,0.68325,-1
14,0.28293,0.074246,0.29133,0.11437,0.00052661,0.31521,0.31162,0.0090225,264.92,-0.054878,-1
18,0.31738,0.09659,0.31389,0.73064,0.004745,0.13362,0.4469,0.01291,311.74,0.033086,-1
9,0.022618,0.00037738,0.00034358,0.0037318,0,0.00051325,0.0041504,0.00051527,8476.8,0.37736,-1
14,0.24412,0.055087,0.20862,0.11907,0.0004068,0.17536,0.22876,0.0095385,298.92,0.024972,-1
65,0.47467,0.22173,0.88267,0.36507,0.14096,0.62641,0.90957,0.0018835,1017.6,0.0085101,-1
17,0.30303,0.086136,0.32479,0.078544,0.0004378,0.58952,0.34311,0.0045705,395.89,0.034529,-1
6,0.16241,0.021981,0.073287,0.0023799,1.46e-006,0.38983,0.073374,6.353e-005,10.05,0.02222,-1
7,0.20159,0.035576,0.12066,0.060577,0.0013522,0.053887,0.16054,0.0083275,176.29,0.19332,-1
5,0.20808,0.03223,0.05085,0.07869,2.96e-006,0.037369,0.15408,0.030256,57.928,0.68349,-1
9,0.18261,0.029352,0.10832,0.042394,0.00053116,0.058521,0.11759,0.0033015,148.3,-0.028826,-1
7,0.18541,0.027527,0.095322,0.058142,0.00015308,0.052991,0.11107,0.014097,108.67,0.236,-1
15,0.33253,0.10314,0.38366,0.066835,0.0019604,0.49771,0.39474,0.0023078,123.29,-0.0056976,-1
13,0.17652,0.028505,0.10472,0.05004,0.00011376,0.083232,0.1144,0.0018767,337.67,0.07384,-1
13,0.21415,0.03916,0.19129,0.29272,3.083e-005,0.09575,0.26031,0.040549,215.05,0.16856,-1
17,0.2811,0.074188,0.2669,0.082542,0.0014434,0.28123,0.28164,0.0037356,278.67,-0.019216,-1
5,0.16164,0.019185,0.043229,0.085,1.611e-005,0.0262,0.090126,0.020114,106.87,0.65231,-1
12,0.27203,0.067832,0.25509,0.052312,0.0020726,0.18819,0.26683,0.0082194,148.64,-0.017962,-1
19,0.30191,0.086165,0.32663,0.059644,9.687e-005,1.0614,0.32841,0.00017846,72.493,-0.005795,-1
34,0.25211,0.062118,0.23105,0.47183,0.025837,0.071169,0.37545,0.0088027,1820.2,0.027529,-1
66,0.47386,0.22112,0.87909,0.22118,0.016113,1.8087,0.90679,0.0023434,1001.6,0.0071719,-1
47,0.53904,0.27299,1.0004,1.6526,0.061579,0.73355,1.0948,0.021488,790.62,0.0038059,-1
15,0.22648,0.047805,0.1791,0.03156,0.0029151,0.092981,0.18719,0.0012643,293.09,0.010849,-1
14,0.23795,0.052534,0.19741,0.043637,0.00032559,0.26152,0.20734,0.0015072,318.09,0.015254,-1
4,0.10732,0.008676,0.025697,0.0026854,5.05e-006,0.027061,0.026146,0.00012956,78.182,0.07242,-1
17,0.35349,0.11751,0.43614,0.094078,0.0045555,0.44703,0.44649,0.0014327,114.3,-0.017169,-1
13,0.17384,0.027508,0.10204,0.059871,7.056e-005,0.074759,0.11711,0.0032047,364.76,0.15153,-1
4,0.21716,0.034428,0.098915,0.051313,3.077e-005,0.053854,0.11763,0.021343,23.332,-0.38384,-1
10,0.16257,0.02367,0.083528,0.03141,5.323e-005,0.071618,0.091809,0.0019934,290.31,0.1645,-1
17,0.27953,0.073329,0.27056,0.071958,0.0040966,0.19004,0.28899,0.0045213,276.19,-0.070268,-1
5,0.15959,0.018753,0.04173,0.071773,1.458e-005,0.025268,0.087983,0.019224,108.55,0.65171,-1
19,0.30091,0.085764,0.32525,0.034437,0.00014884,1.2438,0.32703,0.00018514,98.269,-0.005795,-1
11,0.24825,0.054819,0.19855,0.11905,0.00016943,0.1637,0.21869,0.012445,138.65,0.049885,-1
44,0.27578,0.074235,0.28597,0.56025,0.039051,0.1113,0.37736,0.0040904,2236.6,0.017106,-1
67,0.48245,0.22921,0.90847,0.14347,0.0019106,5.172,0.91841,0.00079678,796.33,0.0033067,-1
67,0.5225,0.26812,1.0351,0.36864,0.20262,0.77432,1.1132,0.0073684,1452.4,0.0030523,-1
3,0.087165,0.0050601,0.01518,3.105e-005,0,1.237,0.01518,1e-007,0.80841,-0.0030679,-1
18,0.30702,0.089027,0.32932,0.093286,0.0021181,0.35396,0.34637,0.0037035,233.77,-0.038873,-1
6,0.20861,0.036265,0.094375,0.071748,0.00043048,0.037233,0.11695,0.016786,64.335,-0.0049087,-1
28,0.36308,0.12438,0.42367,1.7832,0.0083079,0.18838,0.57161,0.0090541,321.83,-0.033226,-1
3,0.10218,0.0069541,0.020862,4.267e-005,0,1.7,0.020862,0,0.58824,-0.003068,-1
32,0.35465,0.12185,0.47049,0.071122,0.010983,0.46578,0.47692,0.00065842,317.77,-0.016381,-1
8,0.26015,0.059785,0.167,0.051649,0.0041759,0.065886,0.19388,0.023753,207.12,0.18523,-1
4,0.13149,0.01289,0.037758,0.013331,1.49e-006,0.026957,0.041117,0.0037639,62.899,-0.29997,-1
18,0.36885,0.12852,0.47576,0.11521,0.0045794,0.53303,0.48767,0.0018693,142.16,-0.010013,-1
16,0.20099,0.038131,0.13622,0.11684,0.00029248,0.082672,0.16611,0.004816,554.35,0.083619,-1
4,0.16905,0.020872,0.059969,0.029493,1.139e-005,0.032696,0.071261,0.012841,38.489,-0.38294,-1
10,0.19158,0.033082,0.12879,0.056235,0.00026711,0.096446,0.14359,0.012648,207.78,0.14668,-1
5,0.15477,0.017897,0.057244,0.038,1.252e-005,0.029347,0.072591,0.012539,65.584,0.36888,-1
36,0.42145,0.17383,0.60628,0.9868,0.099406,0.23531,0.83173,0.020249,477.93,-0.0059606,-1
4,0.12441,0.011129,0.032233,0.038258,2.58e-006,0.017185,0.038701,0.0083366,70.722,0.39609,-1
40,0.27552,0.07297,0.27678,0.75041,0.014312,0.12393,0.43246,0.0059782,1848,0.059259,-1
8,0.21264,0.038813,0.17066,0.048892,0.0053445,0.056332,0.19054,0.021756,97.428,-0.033869,-1
70,0.49275,0.23929,0.95024,0.30142,0.0036509,3.7218,0.96986,0.0013446,855.44,-0.0054811,-1
59,0.43858,0.18926,0.73274,0.37314,0.74434,0.22004,0.87868,0.0089973,1835.4,0.0094924,-1
46,0.47843,0.22442,0.84803,0.56511,0.073246,0.62007,1.0091,0.017059,886.82,0.014436,-1
6,0.16345,0.022247,0.072683,0.018125,1.642e-005,0.072297,0.075527,0.0016588,57.152,0.07521,-1
4,0.1686,0.021321,0.051402,0.019338,7.754e-005,0.021767,0.061215,0.01167,88.554,-0.0040906,-1
3,0.10212,0.0069459,0.020838,4.262e-005,0,1.698,0.020838,0,0.58893,-0.003068,-1
32,0.33406,0.10802,0.40665,0.32679,0.026717,0.20771,0.45653,0.0061706,535.13,-0.017612,-1
7,0.2144,0.034893,0.11415,0.2384,0.0010584,0.052482,0.15295,0.024485,100.89,0.34273,-1
4,0.23882,0.04168,0.12451,0.022055,7.364e-005,0.11296,0.13387,0.036498,46.956,-0.48389,-1
19,0.37779,0.13501,0.50783,0.088838,0.016486,0.353,0.51775,0.0021529,150.26,0.0041047,-1
25,0.307,0.09021,0.34591,0.068545,0.0022057,0.49523,0.35899,0.0038475,428.05,0.034017,-1
37,0.40673,0.16138,0.58276,1.0791,0.03058,0.33327,0.71224,0.013973,627.61,-0.026982,-1
3,0.080039,0.0042665,0.012799,2.618e-005,0,1.043,0.012799,4e-008,0.95877,-0.003068,-1
34,0.25339,0.061918,0.20285,1.3863,0.01373,0.071305,0.39907,0.0094217,1459,0.0079445,-1
53,0.41451,0.16855,0.66445,0.11607,0.046107,0.56661,0.67188,0.00047449,568.7,0.011937,-1
21,0.24348,0.056583,0.21446,0.098853,0.00088299,0.22876,0.2361,0.0053999,699.59,0.038395,-1
32,0.43139,0.18023,0.70884,0.25126,0.1722,0.25814,0.76324,0.011752,487.13,0.027205,-1
18,0.33525,0.1053,0.3448,0.42713,0.0032703,0.19748,0.41252,0.011737,225.2,-0.005775,-1
5,0.28246,0.059332,0.1511,0.037499,0.00031551,0.091567,0.17319,0.041453,60.791,-0.0046019,-1
8,0.20368,0.036335,0.11452,0.042069,0.00098001,0.052657,0.12933,0.0035458,142.58,0.1685,-1
6,0.16008,0.021269,0.070354,0.018085,1.176e-005,0.070813,0.073668,0.0013977,53.176,0.16119,-1
3,0.10128,0.0068313,0.020494,4.192e-005,0,1.67,0.020494,0,0.5988,-0.003068,-1
5,0.14384,0.016216,0.053851,0.01154,1.193e-005,0.051649,0.056178,0.0016925,43.222,0.15722,-1
12,0.22361,0.046128,0.14871,0.096099,0.0043663,0.058135,0.1983,0.0081136,307.85,0.1381,-1
7,0.16586,0.02352,0.081617,0.018825,3.101e-005,0.088438,0.085681,0.0017044,133.12,-0.12275,-1
4,0.10944,0.008983,0.026949,0.00011024,0,1.464,0.026949,0,1.3661,-0.0040906,-1
3,0.10619,0.0075104,0.022531,4.608e-005,0,1.836,0.022531,0,0.54466,-0.003068,-1
16,0.27879,0.072883,0.27323,0.019253,0.00027726,0.70243,0.2753,0.00014861,138.92,0.012447,-1
9,0.21337,0.040415,0.1456,0.0073204,5.198e-005,0.35733,0.1464,0.00034416,29.986,0.034465,-1
48,0.39186,0.15004,0.6078,0.18032,0.011982,0.86265,0.63649,0.0042647,1504.4,0.016416,-1
35,0.3944,0.15095,0.53466,1.1409,0.037962,0.25973,0.6951,0.018157,558.57,-0.015065,-1
49,0.27778,0.075647,0.28251,1.2352,0.06356,0.095015,0.46067,0.0053882,2566,0.020432,-1
3,0.10616,0.0069962,0.019379,0.004975,0,0.013467,0.020989,0.0027448,74.257,0.40154,-1
71,0.48097,0.22793,0.90934,0.26697,0.0011167,5.2248,0.9284,0.0016375,930.6,-0.00093906,-1
52,0.52767,0.27267,1.0639,0.29773,0.51304,0.43671,1.1472,0.0080567,972.75,0.024997,-1
12,0.28026,0.072043,0.21881,0.26249,0.009291,0.084658,0.27459,0.0074562,136.88,-0.099366,-1
21,0.33899,0.10948,0.36278,0.37828,0.046388,0.12427,0.4989,0.020673,322.56,0.044821,-1
8,0.19568,0.033498,0.11596,0.044857,3.497e-005,0.1024,0.12469,0.0048848,99.034,0.13868,-1
7,0.17222,0.024888,0.085462,0.033346,3.623e-005,0.062724,0.09412,0.0019799,105.02,0.1799,-1
3,0.102,0.0069295,0.020788,4.252e-005,0,1.694,0.020789,0,0.59032,-0.003068,-1
9,0.19665,0.034067,0.11956,0.066348,6.418e-005,0.084348,0.13576,0.0073993,142.14,0.18808,-1
6,0.16033,0.021423,0.06682,0.044336,0.00057734,0.023472,0.085641,0.0037472,200.98,-0.0049087,-1
4,0.11019,0.0091097,0.026857,0.0058901,0,0.029044,0.0278,0.00028808,68.861,0.21168,-1
73,0.45202,0.20068,0.84462,0.46135,0.047534,0.96644,0.89509,0.0047983,2213.3,0.010382,-1
23,0.30855,0.090601,0.34683,0.30544,0.0078941,0.20547,0.38099,0.0027563,250.44,-0.050761,-1
17,0.2782,0.072749,0.23122,0.67517,0.0054885,0.092339,0.35042,0.023577,219.26,-0.0057524,-1
39,0.25237,0.061982,0.23048,1.3726,0.032015,0.070085,0.37886,0.0058928,1904.6,0.056373,-1
3,0.097131,0.0062832,0.018849,3.855e-005,0,1.536,0.01885,0,0.65104,-0.003068,-1
8,0.1543,0.020784,0.081749,0.057364,0.00027074,0.042384,0.098136,0.011986,209.89,0.18858,-1
73,0.49198,0.23866,0.9461,0.17548,0.0033049,4.6821,0.96806,0.0013013,1221,-0.001745,-1
4,0.14086,0.013799,0.040554,0.016522,2.24e-006,0.020896,0.049444,0.013614,54.754,0.42815,-1
24,0.3243,0.10078,0.38347,0.17796,0.00057162,1.0205,0.39201,0.002139,279.14,-0.032987,-1
42,0.49328,0.23734,0.90108,0.3325,0.13242,0.57356,0.95029,0.0074101,576.66,-0.0047005,-1
12,0.30327,0.084318,0.26974,0.14926,0.010877,0.10985,0.30691,0.011636,178.44,-0.0055781,-1
14,0.27787,0.071743,0.25177,0.10351,0.0022634,0.17104,0.27409,0.0046432,204.67,0.06075,-1
7,0.19613,0.032911,0.10664,0.035207,0.00031967,0.063735,0.12346,0.008854,168.27,-0.0051133,-1
13,0.24809,0.0565,0.18697,0.14108,0.003277,0.077255,0.2327,0.0090917,310.79,0.058969,-1
5,0.15647,0.018927,0.064242,0.018829,1.016e-005,0.053816,0.068198,0.0057597,38.753,-0.18918,-1
3,0.10281,0.00704,0.02112,4.32e-005,0,1.721,0.02112,0,0.58106,-0.003068,-1
15,0.2386,0.054524,0.18975,0.18664,0.007218,0.071038,0.25243,0.014078,201.01,0.10282,-1
94,0.48487,0.23183,1.0507,1.4639,0.07503,1.0714,1.1297,0.010401,3185.1,0.0097443,-1
22,0.30109,0.086092,0.32309,0.3034,0.0063553,0.18862,0.35795,0.0021142,299.89,-0.040993,-1
19,0.29077,0.080185,0.25408,1.024,0.0067488,0.10321,0.3814,0.019671,300.44,-0.005795,-1
30,0.22985,0.052115,0.17011,1.2466,0.0034236,0.068594,0.27611,0.007236,1436.3,0.077994,-1
4,0.23051,0.039945,0.10067,0.0084275,0.00060379,0.048642,0.1072,0.025633,33.946,-0.46587,-1
15,0.22766,0.048186,0.18366,0.16249,0.0010077,0.12178,0.21299,0.0087881,257.4,-0.098303,-1
10,0.22425,0.043938,0.1904,0.079428,6.89e-005,0.20127,0.20454,0.021984,284.45,0.15628,-1
76,0.50084,0.2475,0.98178,0.32821,0.43925,0.47555,1.0353,0.0024385,1307.5,-0.0072996,-1
4,0.12748,0.011691,0.033855,0.015073,2.86e-006,0.018062,0.040634,0.0087195,67.351,0.39558,-1
22,0.31229,0.093026,0.35815,0.053752,0.002168,0.49461,0.37177,0.0034714,442.37,0.024967,-1
5,0.03198,0.00081818,0.0010126,0.00024543,1e-008,0.002746,0.0050508,0.00093631,2132.2,-0.0091995,-1
31,0.39317,0.14973,0.59396,0.3985,0.12097,0.21869,0.63993,0.0052351,524.73,0.022393,-1
13,0.26434,0.064337,0.23696,0.08755,0.017056,0.074904,0.26596,0.0092408,191.58,-0.087437,-1
7,0.20588,0.035741,0.10263,0.053021,0.00066652,0.042179,0.1199,0.011605,100.38,-0.0051133,-1
8,0.21182,0.039448,0.12661,0.04164,0.00034362,0.08541,0.13525,0.0048106,102.3,0.093986,-1
7,0.17644,0.026869,0.087153,0.050107,0.0001642,0.047469,0.10249,0.0054307,108.69,0.18982,-1
3,0.10287,0.0070481,0.021144,4.325e-005,0,1.723,0.021144,0,0.58038,-0.003068,-1
116,0.52249,0.26907,1.1162,0.96585,0.41832,0.72702,1.2473,0.0053661,3776.8,0.0010278,-1
44,0.44141,0.19027,0.66918,2.8465,0.18348,0.26242,0.96166,0.022859,611.49,-0.0059932,-1
38,0.31572,0.088803,0.34584,2.0371,0.020214,0.16122,0.6576,0.024222,1450.6,0.071581,-1
23,0.28552,0.077551,0.31278,0.43135,0.0059596,0.16675,0.39527,0.021842,308.3,-0.072337,-1
7,0.19601,0.0306,0.10347,0.093236,0.00037005,0.053388,0.16766,0.033118,147.8,0.353,-1
5,0.15501,0.01826,0.059441,0.033654,1.591e-005,0.03318,0.070122,0.009412,55.312,-0.2943,-1
5,0.12831,0.014056,0.036359,0.02421,9.225e-005,0.013893,0.059635,0.0044496,282.48,0.262,-1
5,0.11883,0.011094,0.034457,0.041166,4.918e-005,0.017392,0.036894,0.0019533,187.07,0.055266,-1
63,0.47216,0.21939,0.86686,0.33314,0.10509,0.68495,0.93803,0.0054361,1133.6,-0.012024,-1
4,0.11054,0.0091629,0.027371,0.0038568,8.4e-007,0.037397,0.0279,0.0004959,43.899,0.13496,-1
53,0.46614,0.21064,0.74766,3.1421,0.033096,0.38124,1.0222,0.0082003,1038.7,-0.036059,-1
33,0.39917,0.15448,0.52372,0.67093,0.18426,0.18295,0.77828,0.017224,635.46,0.073579,-1
29,0.3565,0.12274,0.45238,0.65608,0.018569,0.2422,0.58184,0.0083562,492.36,0.0551,-1
140,0.54484,0.29296,1.2381,2.8343,2.7685,0.40227,1.5114,0.0088547,5069.9,0.0018976,-1
46,0.44423,0.19277,0.68718,1.7161,0.24928,0.25981,0.96603,0.019844,757.52,-0.016437,-1
37,0.35814,0.11824,0.47921,1.1796,0.10873,0.17653,0.88589,0.032236,1476,0.048632,-1
11,0.20353,0.036937,0.13342,0.12701,0.00013743,0.079824,0.16368,0.0093598,192.01,-0.19444,-1
3,0.095472,0.0060704,0.018211,3.725e-005,0,1.484,0.018211,1.3e-007,0.67385,-0.0030679,-1
9,0.17883,0.028359,0.1019,0.015274,3.625e-005,0.17273,0.1037,0.0006141,87.943,-0.068859,-1
24,0.26311,0.065279,0.2185,0.51855,0.013703,0.080266,0.46951,0.021305,994.74,0.05292,-1
61,0.46487,0.21272,0.83761,0.45223,0.3683,0.34693,1.0002,0.011162,1098.5,-0.04648,-1
5,0.13048,0.013135,0.040873,0.023676,7.7e-007,0.023052,0.04895,0.0058756,118.61,0.3576,-1
20,0.28818,0.077355,0.28294,0.42602,0.0013748,0.16085,0.33317,0.0079273,368.7,-0.0095999,-1
19,0.28776,0.078198,0.28381,0.072603,0.0052909,0.20431,0.29979,0.0051167,340.92,0.019858,-1
19,0.27537,0.07128,0.24073,0.36761,0.0078897,0.090972,0.35212,0.014156,479.39,-0.005795,-1
6,0.16588,0.021224,0.07731,0.048604,1.657e-005,0.042953,0.091808,0.018363,117.2,0.27472,-1
3,0.12982,0.011225,0.033674,6.887e-005,0,2.744,0.033674,0,0.36443,-0.003068,-1
158,0.55887,0.30881,1.2999,3.8393,4.3188,0.39806,1.5199,0.0051172,5641.9,-0.0030648,-1
48,0.44854,0.19659,0.7001,1.6895,0.28492,0.26312,1.0226,0.024444,666.5,-0.010238,-1
30,0.31707,0.097127,0.24288,0.62712,0.023436,0.11562,0.44079,0.020311,892.17,0.023683,-1
3,0.14391,0.012099,0.033499,0.0065806,0,0.020978,0.036296,0.012965,47.669,-0.46234,-1
3,0.0060707,2.454e-005,7.363e-005,1.5e-007,0,0.006,7.363e-005,0,166.67,-0.003068,-1
9,0.17908,0.028406,0.10252,0.010622,0.00021884,0.092983,0.10354,0.00046892,90.087,-0.02485,-1
5,0.13302,0.013273,0.043741,0.026474,1.229e-005,0.022984,0.053253,0.0088323,62.41,0.30194,-1
4,0.20756,0.031156,0.096167,0.018181,9.35e-006,0.08686,0.10117,0.0253,38.27,-0.31241,-1
5,0.14788,0.014932,0.048544,0.025385,2.53e-006,0.024972,0.068667,0.020844,147.23,0.55427,-1
4,0.10052,0.0075777,0.022733,9.299e-005,0,1.235,0.022733,1.7e-007,1.6194,-0.0040906,-1
9,0.18694,0.029185,0.094728,0.11998,0.00017595,0.070284,0.20643,0.04339,527.38,0.30943,-1
8,0.13753,0.016548,0.05548,0.03819,0.00032518,0.022064,0.069468,0.0039618,431.21,-0.0052593,-1
60,0.45852,0.20665,0.7862,0.50866,0.13657,0.50343,0.88374,0.0038087,1166.6,-0.01769,-1
5,0.18239,0.025296,0.081538,0.028186,7.015e-005,0.050297,0.093224,0.019806,69.403,0.34282,-1
17,0.29609,0.083123,0.22013,0.26008,0.023011,0.09232,0.38771,0.022645,189.3,0.080326,-1
22,0.30421,0.088282,0.30199,0.16403,0.0066412,0.21504,0.37639,0.0075825,584.9,0.088328,-1
3,0.17424,0.02022,0.06066,0.00012407,0,4.943,0.06066,0,0.20231,-0.003068,-1
14,0.25293,0.059014,0.17776,0.31233,0.0030624,0.06772,0.25904,0.014518,242.18,0.051791,-1
162,0.55451,0.30332,1.2909,2.8958,2.5923,0.45638,1.42,0.004985,5933.2,0.00081568,-1
22,0.29722,0.083722,0.30841,0.64324,0.002108,0.20043,0.34591,0.002414,277.53,-0.070983,-1
28,0.33083,0.10616,0.35791,0.75688,0.032944,0.14367,0.51979,0.021021,522.25,-0.0059087,-1
29,0.34478,0.11604,0.34178,0.52289,0.1165,0.1383,0.54727,0.031314,1437.3,0.053221,-1
7,0.15907,0.021554,0.07585,0.010174,2.513e-005,0.11087,0.076791,0.00055341,47.96,0.043058,-1
5,0.21361,0.032479,0.073131,0.051352,7.248e-005,0.05607,0.15818,0.043632,66.331,0.70017,-1
5,0.14092,0.015578,0.049651,0.0098719,4.776e-005,0.034844,0.051816,0.0014751,91.721,-0.004602,-1
4,0.16867,0.01738,0.056984,0.012616,2.6e-007,0.028602,0.066145,0.027965,36.924,0.4822,-1
5,0.20243,0.025798,0.10136,0.031911,2.1e-007,0.051127,0.11851,0.043771,53.649,-0.37799,-1
6,0.11844,0.01106,0.035908,0.052315,4.33e-006,0.017723,0.049455,0.0088246,149.23,0.3597,-1
7,0.20717,0.035392,0.10391,0.030804,0.00010124,0.083706,0.11645,0.015913,221.78,0.091263,-1
59,0.45786,0.20592,0.8188,0.23349,0.096375,0.62045,0.87263,0.0045033,1049.8,-0.028269,-1
5,0.16246,0.020147,0.064831,0.027876,2.375e-005,0.038564,0.075055,0.014746,85.042,0.3313,-1
